,ARIZONA PUBLIC SERVICE COMPANY,CALIFORNIA INDEPENDENT SYSTEM OPERATOR,IDAHO POWER COMPANY,NEVADA POWER COMPANY,PACIFICORP - EAST,PACIFICORP - WEST,PORTLAND GENERAL ELECTRIC COMPANY,PUGET SOUND ENERGY,"CITY OF TACOMA, DEPARTMENT OF PUBLIC UTILITIES, LIGHT DIVISION",IMPERIAL IRRIGATION DISTRICT,PUD NO. 1 OF DOUGLAS COUNTY,PUBLIC SERVICE COMPANY OF COLORADO,BONNEVILLE POWER ADMINISTRATION,NORTHWESTERN ENERGY (NWMT),SALT RIVER PROJECT,LOS ANGELES DEPARTMENT OF WATER AND POWER,PUBLIC UTILITY DISTRICT NO. 1 OF CHELAN COUNTY,EL PASO ELECTRIC COMPANY,BALANCING AUTHORITY OF NORTHERN CALIFORNIA,PUBLIC SERVICE COMPANY OF NEW MEXICO,AVISTA CORPORATION,WESTERN AREA POWER ADMINISTRATION - DESERT SOUTHWEST REGION,TURLOCK IRRIGATION DISTRICT,WESTERN AREA POWER ADMINISTRATION UGP WEST,TUCSON ELECTRIC POWER COMPANY,SEATTLE CITY LIGHT,"PUBLIC UTILITY DISTRICT NO. 2 OF GRANT COUNTY, WASHINGTON",WESTERN AREA POWER ADMINISTRATION - ROCKY MOUNTAIN REGION
2021-01-11,3.002727272727273,4.2004,2.74,2.895,2.7933333333333334,2.785,2.733333333333333,2.9466666666666668,2.909756523657855,3.118034809358124,2.923840254011862,2.9693899913522026,2.883603778418798,2.943329377897447,3.0243366844361974,3.4392453826148275,2.92491925678051,3.023231102426255,3.064022781084416,3.012897056740322,2.914957728392695,3.0807889019762413,3.4019853016869392,2.9544516660842217,3.067955643136556,2.928890688862651,2.913119960779627,2.9618988072844044
2021-01-12,2.9654545454545453,4.590200000000001,2.635,2.8375000000000004,2.7633333333333336,2.455,2.6199999999999997,2.7922222222222217,2.7813682425613813,3.115043679930679,2.80679398306025,2.926320765021597,2.7781010064748344,2.868287514147798,2.993195847944368,3.5504703937333177,2.7972340775857547,2.985950388538599,3.011871486138329,2.9770160367829632,2.8123145528134317,3.06914471142429,3.492811898678145,2.8850767399484463,3.0509688063886857,2.791806281890095,2.7957169141989726,2.912246253211368
2021-01-13,3.027272727272728,4.790999999999999,2.745,2.9524999999999997,2.866666666666666,2.62,2.7399999999999998,2.9188888888888886,2.909258729978518,3.232955621412214,2.9343561090475783,3.043321250237917,2.9032823857336503,2.9918643015526816,3.0733162840609176,3.700670065921258,2.924826642949191,3.102788977076281,3.148375201300053,3.090926120101356,2.938819553429898,3.1870847527379693,3.6440693865965974,3.008258893508486,3.158527841369372,2.9192200063393905,2.923636152757194,3.0310988741794147
2021-01-14,2.9690909090909092,4.474799999999998,2.6999999999999997,2.8825,2.776666666666667,2.575,2.7066666666666666,2.884444444444444,2.858349625065211,3.128778643124233,2.876642032538544,2.9558438345195124,2.8391365811109734,2.915597062442558,3.002232894275323,3.530446425356306,2.873375087423806,3.013477812113721,3.050863167107514,3.0025692339106276,2.8732902904547615,3.0868262587059023,3.4810459582644073,2.929556300875273,3.066137365895398,2.8738089613696314,2.8650103135849756,2.94557171684718
2021-01-15,2.8781818181818184,4.395999999999999,2.6550000000000002,2.835,2.7533333333333334,2.54,2.646666666666667,2.825555555555555,2.8029763880438088,3.065528060039842,2.8225292358721097,2.9059247136976065,2.789586744874624,2.8647289304809065,2.921618240944131,3.4669293934229155,2.818036547522383,2.9558646782096094,2.9969665113844437,2.9451539040850645,2.821593393394003,3.027241167377464,3.4191144677277183,2.878376307152418,3.00040598073123,2.817145376737291,2.811607141692959,2.896163366794231
2021-01-16,2.9009090909090913,4.2878,2.665,2.865,2.776666666666666,2.54,2.66,2.8322222222222226,2.8082926115760234,3.0618630083106186,2.826914067913209,2.9121257525690574,2.7941605968231387,2.8686665355214664,2.9368251383526864,3.4304218715962937,2.823058458986006,2.958410266239161,2.989407862658507,2.9495927597931506,2.825585457197574,3.0268959953344337,3.3842314683897503,2.8821174339833853,3.0038553404799955,2.8227801000366854,2.8160077764456846,2.9018963872674393
2021-01-17,2.9009090909090913,4.2878,2.665,2.865,2.776666666666666,2.54,2.66,2.8322222222222226,2.8082926115760234,3.0618630083106186,2.826914067913209,2.9121257525690574,2.7941605968231387,2.8686665355214664,2.9368251383526864,3.4304218715962937,2.823058458986006,2.958410266239161,2.989407862658507,2.9495927597931506,2.825585457197574,3.0268959953344337,3.3842314683897503,2.8821174339833853,3.0038553404799955,2.8227801000366854,2.8160077764456846,2.9018963872674393
2021-01-18,2.9009090909090913,4.2878,2.665,2.865,2.776666666666666,2.54,2.66,2.8322222222222226,2.8082926115760234,3.0618630083106186,2.826914067913209,2.9121257525690574,2.7941605968231387,2.8686665355214664,2.9368251383526864,3.4304218715962937,2.823058458986006,2.958410266239161,2.989407862658507,2.9495927597931506,2.825585457197574,3.0268959953344337,3.3842314683897503,2.8821174339833853,3.0038553404799955,2.8227801000366854,2.8160077764456846,2.9018963872674393
2021-01-19,2.898181818181818,4.289399999999999,2.665,2.865,2.776666666666666,2.545,2.6633333333333336,2.841111111111111,2.813646948747955,3.062449509682863,2.8315068608811558,2.913179535260368,2.7963600632198022,2.8707322360040513,2.9352413751520032,3.431774737454581,2.8286922704249915,2.959430209037734,2.9917381734467616,2.950357355661373,2.8286020276982837,3.027514492216423,3.385911847763836,2.884098200132382,3.003895502800914,2.8294848772963253,2.8201855760100676,2.9031798663371737
2021-01-20,2.722727272727272,4.2372000000000005,2.545,2.7225,2.6166666666666667,2.415,2.5433333333333334,2.7377777777777776,2.699035756792491,2.9308886456539978,2.714569280953615,2.7775096378446795,2.6738217448291963,2.74448761711442,2.7738036815275793,3.3293398611695766,2.7150224991706176,2.8260219293124966,2.8729639485421616,2.8139515021307826,2.707051725052028,2.8947823705937465,3.28388568865035,2.7569163373811305,2.863475770371656,2.719206355791939,2.701928563148684,2.769629246698531
2021-01-21,2.6654545454545455,4.042800000000001,2.485,2.5975,2.5533333333333332,2.365,2.486666666666667,2.6822222222222223,2.634888150775905,2.8393455267549617,2.646858753277221,2.6972061328966848,2.602751889330812,2.6672854520641245,2.7063755195553854,3.201657011090412,2.6505984961909945,2.743062404990367,2.7829459443554776,2.732155977883616,2.635215332245834,2.8031236379409736,3.1603618456379725,2.6786645460123215,2.7791958043211613,2.657924627336418,2.633803264025427,2.6897756585874966
2021-01-22,2.6554545454545457,4.104999999999999,2.54,2.6675,2.603333333333333,2.45,2.533333333333333,2.7288888888888883,2.686518713899988,2.8796732473498574,2.699409546020955,2.745447207780708,2.659124715982577,2.720377356694421,2.7137463062521547,3.2569053406939554,2.701847522349616,2.7868346092142087,2.840748277141113,2.7742397985925393,2.6897500362373075,2.846861077251432,3.217449917414091,2.7310280761816514,2.8123925720095926,2.707645701114408,2.687348964221427,2.7397303775618336
2021-01-23,2.6999999999999997,4.3872,2.51,2.6475,2.603333333333333,2.425,2.5033333333333334,2.6799999999999997,2.6635232978073935,2.930782496701959,2.6840442103602786,2.7648753948963902,2.652277279948618,2.726880126015142,2.756763646732216,3.372801474576372,2.6780051808981566,2.8162675908775783,2.8729450357341624,2.803096563487861,2.6844341853084024,2.8890194590494436,3.3243222842863833,2.740570743576666,2.855616764747702,2.6754057295482014,2.6738596148440648,2.7560540755514946
2021-01-24,2.6999999999999997,4.3872,2.51,2.6475,2.603333333333333,2.425,2.5033333333333334,2.6799999999999997,2.6635232978073935,2.930782496701959,2.6840442103602786,2.7648753948963902,2.652277279948618,2.726880126015142,2.756763646732216,3.372801474576372,2.6780051808981566,2.8162675908775783,2.8729450357341624,2.803096563487861,2.6844341853084024,2.8890194590494436,3.3243222842863833,2.740570743576666,2.855616764747702,2.6754057295482014,2.6738596148440648,2.7560540755514946
2021-01-25,2.6999999999999997,4.3872,2.51,2.6475,2.603333333333333,2.425,2.5033333333333334,2.6799999999999997,2.6635232978073935,2.930782496701959,2.6840442103602786,2.7648753948963902,2.652277279948618,2.726880126015142,2.756763646732216,3.372801474576372,2.6780051808981566,2.8162675908775783,2.8729450357341624,2.803096563487861,2.6844341853084024,2.8890194590494436,3.3243222842863833,2.740570743576666,2.855616764747702,2.6754057295482014,2.6738596148440648,2.7560540755514946
2021-01-26,2.8845454545454547,4.7428,2.705,2.8949999999999996,2.8266666666666667,2.575,2.703333333333333,2.8811111111111107,2.866766771483026,3.159140915402809,2.889732695526472,2.98576281819828,2.8570585047850092,2.941126927043429,2.95472880807874,3.6444987755386813,2.882085002907009,3.036393643812717,3.097214972540785,3.022482281607034,2.8919046735308176,3.117636297040277,3.5907970290449103,2.9562887045914694,3.0752239993928816,2.8782775247166636,2.878800392927527,2.9760139454414265
2021-01-27,3.078181818181818,4.842200000000001,2.8299999999999996,3.17,3.0733333333333337,2.6399999999999997,2.823333333333333,2.992222222222222,2.9896009384392843,3.328847753125679,3.0189035771578685,3.1665852042396656,2.9926596196586854,3.095433017013754,3.1415090450123095,3.7931705066580514,3.0059209162041984,3.2060831891484054,3.2396977857211295,3.197909881160142,3.029162813000421,3.2953728050672733,3.7334913712882756,3.1137956837252645,3.253351550713264,2.997304954890232,3.0081108487514587,3.1519616022114185
2021-01-28,3.0299999999999994,4.4872000000000005,2.725,2.8775,2.84,2.635,2.716666666666667,2.907777777777778,2.883578573469819,3.163510384371123,2.9037118407525293,2.9938291799818293,2.8682868304136373,2.9468967810539515,3.054604328675168,3.5529804763561543,2.8993077903050506,3.049249805050335,3.0794299208031837,3.040125563900072,2.902127159527979,3.1200954550279283,3.5037737327365925,2.9615559681340593,3.105251782787459,2.8985804921677403,2.892397843393945,2.9821124653490227
2021-01-29,2.838181818181818,4.360199999999999,2.6550000000000002,2.8150000000000004,2.766666666666667,2.58,2.6500000000000004,2.826666666666666,2.8056776932901366,3.0495207638614032,2.824399849189996,2.9018735100263333,2.791881360013924,2.8635845578140384,2.8906097060808387,3.4483898472961516,2.8200432910106823,2.9461939962179677,2.9946885231408418,2.934945745948667,2.8231629016194697,3.013402422787458,3.4036789825618508,2.8765721980770733,2.9819098430455506,2.819018415201879,2.8141752959633077,2.893249792784346
2021-01-30,2.859090909090909,4.346400000000001,2.6550000000000002,2.8325,2.7833333333333337,2.63,2.646666666666667,2.8277777777777775,2.812166549636362,3.0611838313453594,2.8323971942606594,2.914642694612117,2.8020272343181363,2.8744065146909907,2.9086418976503543,3.4517736558683287,2.8264025481829473,2.9586597856209975,3.0070858208523177,2.947956572355101,2.8331466970351604,3.0255286855264707,3.407793618350422,2.8876913896055827,2.995577894585704,2.8235569514238006,2.823031260769348,2.9056055368789724
2021-01-31,2.859090909090909,4.346400000000001,2.6550000000000002,2.8325,2.7833333333333337,2.63,2.646666666666667,2.8277777777777775,2.812166549636362,3.0611838313453594,2.8323971942606594,2.914642694612117,2.8020272343181363,2.8744065146909907,2.9086418976503543,3.4517736558683287,2.8264025481829473,2.9586597856209975,3.0070858208523177,2.947956572355101,2.8331466970351604,3.0255286855264707,3.407793618350422,2.8876913896055827,2.995577894585704,2.8235569514238006,2.823031260769348,2.9056055368789724
2021-02-01,2.859090909090909,4.346400000000001,2.6550000000000002,2.8325,2.7833333333333337,2.63,2.646666666666667,2.8277777777777775,2.812166549636362,3.0611838313453594,2.8323971942606594,2.914642694612117,2.8020272343181363,2.8744065146909907,2.9086418976503543,3.4517736558683287,2.8264025481829473,2.9586597856209975,3.0070858208523177,2.947956572355101,2.8331466970351604,3.0255286855264707,3.407793618350422,2.8876913896055827,2.995577894585704,2.8235569514238006,2.823031260769348,2.9056055368789724
2021-02-02,2.99,4.271400000000001,2.6900000000000004,2.8249999999999997,2.7900000000000005,2.6799999999999997,2.68,2.8633333333333333,2.844075941057252,3.096312563692041,2.862776636476034,2.9401498108840585,2.831058093050259,2.8999874261166045,3.00735399908302,3.4401381065482126,2.8582031383694932,2.9931879822583642,3.0238361358843733,2.9846789399638585,2.861637275609417,3.055656951493249,3.3973619837205216,2.9131076970023053,3.045550652313549,2.8566805188453115,2.8532988665020524,2.9297610608570532
2021-02-03,3.1263636363636365,4.3534,2.8600000000000003,2.9725,2.923333333333334,2.8450000000000006,2.8466666666666662,3.026666666666667,3.0032561735617374,3.2326771477344316,3.019685270956187,3.0822467501820534,2.9880901746720157,3.049797662535341,3.1444996382537984,3.56156825015739,3.016952766597983,3.1348728242017065,3.168200938013843,3.125700855971355,3.016592930105547,3.193429207752969,3.5218321235337213,3.061514329941425,3.1831121767542463,3.017118610592484,3.0102549204523075,3.07343281706177
2021-02-04,3.0872727272727274,4.283,2.81,2.9200000000000004,2.9099999999999997,2.83,2.813333333333333,2.998888888888889,2.9715493076454953,3.190921741459144,2.9865287623305443,3.0479991386882963,2.9497641451915517,3.0131995977264623,3.105164023625653,3.510417224497034,2.98524806890951,3.0969198556041992,3.1290130837916283,3.0884223962424278,2.9807526117665017,3.152468900233842,3.47212888217156,3.025187521713911,3.1427788798199345,2.986815858808407,2.9767024755477864,3.0389023912903297
2021-02-05,3.088181818181818,4.211199999999999,2.84,2.9325,2.9033333333333338,2.88,2.83,3.011111111111111,2.9859090888724573,3.187529951155523,3.0002325626075717,3.050627334080854,2.967935865325156,3.023193281160697,3.105520645490869,3.4877875874265305,2.9988951459524444,3.099211766309416,3.134636948751266,3.0902592312365016,2.9952796641040944,3.1507909403143373,3.4530302205216596,3.033762986043833,3.1415480635468853,3.0000927298900057,2.99142865769989,3.0430242869056436
2021-02-06,3.7045454545454537,4.717400000000001,3.49,3.41,3.546666666666667,3.44,3.41,3.5966666666666662,3.5673908570321835,3.7616866143830676,3.5828529234956368,3.6409785337336995,3.5626559683945214,3.609724860509316,3.709035680412561,4.031128980668878,3.5816854411766803,3.681618165494937,3.6988131914439535,3.6756937608862743,3.581323646580796,3.7229924511127916,3.9983366169824013,3.6191850407712125,3.7238437060331195,3.5832351381236007,3.5740841686198186,3.632594556261794
2021-02-07,3.7045454545454537,4.717400000000001,3.49,3.41,3.546666666666667,3.44,3.41,3.5966666666666662,3.5673908570321835,3.7616866143830676,3.5828529234956368,3.6409785337336995,3.5626559683945214,3.609724860509316,3.709035680412561,4.031128980668878,3.5816854411766803,3.681618165494937,3.6988131914439535,3.6756937608862743,3.581323646580796,3.7229924511127916,3.9983366169824013,3.6191850407712125,3.7238437060331195,3.5832351381236007,3.5740841686198186,3.632594556261794
2021-02-08,3.7045454545454537,4.717400000000001,3.49,3.41,3.546666666666667,3.44,3.41,3.5966666666666662,3.5673908570321835,3.7616866143830676,3.5828529234956368,3.6409785337336995,3.5626559683945214,3.609724860509316,3.709035680412561,4.031128980668878,3.5816854411766803,3.681618165494937,3.6988131914439535,3.6756937608862743,3.581323646580796,3.7229924511127916,3.9983366169824013,3.6191850407712125,3.7238437060331195,3.5832351381236007,3.5740841686198186,3.632594556261794
2021-02-09,3.6,4.610599999999999,3.45,3.495,3.473333333333334,3.4350000000000005,3.43,3.6944444444444446,3.6079100193339673,3.7196310732706905,3.610706302968879,3.608718661660879,3.553038239980681,3.5974641544095114,3.626853636583012,3.9853450886037276,3.626458897394551,3.648995987329744,3.685867560321142,3.6388811021164886,3.5841673925791673,3.688801063945882,3.9576485608496026,3.6049679540133597,3.674763341817021,3.6455048259403426,3.5951190722219355,3.604894802432424
2021-02-10,3.6572727272727277,4.6392,3.44,3.4825,3.4666666666666672,3.415,3.4066666666666667,3.656666666666667,3.584311197933871,3.73282814037,3.5910854068894498,3.608794612750101,3.541661750978946,3.589917605555184,3.6682642350187367,3.9956794101690805,3.6022621093338003,3.654764930635277,3.680681498997412,3.646303704867598,3.5709637509031427,3.698117151097037,3.9646805002334884,3.5985928290137665,3.693273665761281,3.6167092389408335,3.5768786156504317,3.6027374101404996
2021-02-11,4.646363636363637,5.828,4.529999999999999,4.4525,4.603333333333333,4.37,4.37,4.705555555555555,4.611346213138994,4.7781442142493775,4.62459335981252,4.668796385184905,4.584354632626535,4.637027853534273,4.6761358918266795,5.085197274407977,4.636997192579857,4.699621343234498,4.7197349280586,4.692620885604099,4.607815813455385,4.7437142107249795,5.049446903594812,4.64635369915465,4.729108211502598,4.653896184471964,4.607029502766845,4.6613540434017855
2021-02-12,11.866363636363634,11.709600000000002,9.71,9.375,10.950000000000001,8.005,9.299999999999999,9.63888888888889,9.56846706513188,10.617953083923132,9.646022564260335,10.34913494075554,9.64550777574171,9.93476791730133,11.417966493969706,10.678512202853815,9.621162702446469,10.397305204421592,9.847385931066022,10.478925966892659,9.693066009412911,10.505444249850548,10.523358601211873,9.993008780923681,10.771361252737288,9.61218582380815,9.609216253437573,10.250299365345942
2021-02-13,89.14545454545454,114.11180000000002,57.845,43.21,77.71333333333332,10.125,32.42333333333334,14.21,30.109412044162262,69.26712263554595,35.2633575140714,62.669560376425785,46.921748674929155,52.03263183137455,81.64522825039336,77.77473456332703,29.757469445474875,63.01497487784922,52.30514582431826,64.89189446362715,43.7064599612704,67.00093195684447,73.60467421500358,53.32905301128149,71.24107463230979,24.363453271811366,36.66969051546258,60.32729773686847
2021-02-14,89.14545454545454,114.11180000000002,57.845,43.21,77.71333333333332,10.125,32.42333333333334,14.21,30.109412044162262,69.26712263554595,35.2633575140714,62.669560376425785,46.921748674929155,52.03263183137455,81.64522825039336,77.77473456332703,29.757469445474875,63.01497487784922,52.30514582431826,64.89189446362715,43.7064599612704,67.00093195684447,73.60467421500358,53.32905301128149,71.24107463230979,24.363453271811366,36.66969051546258,60.32729773686847
2021-02-15,89.14545454545454,114.11180000000002,57.845,43.21,77.71333333333332,10.125,32.42333333333334,14.21,30.109412044162262,69.26712263554595,35.2633575140714,62.669560376425785,46.921748674929155,52.03263183137455,81.64522825039336,77.77473456332703,29.757469445474875,63.01497487784922,52.30514582431826,64.89189446362715,43.7064599612704,67.00093195684447,73.60467421500358,53.32905301128149,71.24107463230979,24.363453271811366,36.66969051546258,60.32729773686847
2021-02-16,91.57454545454544,113.8134,61.155,43.352500000000006,81.47,9.835,34.096666666666664,13.676666666666668,30.62373247994056,70.67924630687673,35.978518881820634,64.54696321917426,48.538238262258375,53.53900532745011,83.77010330798062,78.453906881601,30.171354647035955,64.58228552719662,53.22618022888566,66.58695504370269,44.93613605029545,68.44809720080502,74.25454608691003,54.833936192277655,72.88666117983688,24.46766629971971,37.51770856297203,62.13839311549636
2021-02-17,243.11272727272728,91.5026,65.615,65.9825,137.1833333333333,13.2,56.653333333333336,15.173333333333334,42.8488051181732,122.26100749936553,50.325902333365754,105.66344202819955,64.2679739255148,78.69427783863703,201.35505262146208,92.80643109870897,41.393489778766444,110.85593903985354,71.37613788411444,117.43290701718577,62.76015471388159,115.99522442862653,85.21661345992229,82.22308434685023,140.1888856968907,32.61002953810305,52.55562930360224,98.87622582750743
2021-02-18,42.728181818181824,25.534000000000006,12.639999999999999,15.105,21.72,6.880000000000001,11.613333333333335,7.148888888888889,10.953753673746114,24.20107364653403,12.12033649250164,20.161163264901976,13.806531401739196,16.23774315301381,36.189782036616485,21.472186786085647,10.83321107375415,21.714930693766163,16.166960616011064,22.589211844829304,13.83216859869641,22.92713320292161,20.11733954456659,16.821972647422527,26.697201917427982,9.581016585138538,12.382202688284512,19.1201189348482
2021-02-19,7.097272727272727,7.975599999999998,4.62,5.47,5.93,3.495,4.4366666666666665,4.211111111111112,4.546121488606156,6.0802496542315225,4.692049938884469,5.646941097752194,4.835634806965891,5.188065122447573,6.711326255283476,6.440492602079133,4.558141407672654,5.753595814178922,5.307170462287201,5.824936504340165,4.870499840194873,5.973778498591406,6.247167083058757,5.26140993436246,6.18002925028849,4.434022620621148,4.701073166016272,5.539221511553688
2021-02-20,4.367272727272726,5.071999999999999,3.545,3.69,3.75,3.325,3.486666666666667,3.636666666666667,3.6440629023940465,4.0824255030805086,3.676419939042556,3.8691312304409013,3.6637606228646264,3.766659311969752,4.25001628072155,4.309851529859422,3.6599776450662955,3.9478350338940666,3.8582650069077,3.9571110517039876,3.6935673248833085,4.023019322753715,4.2470226428184406,3.7879270680867485,4.090463523211289,3.6478788790663446,3.6670622219333144,3.8411971520011425
2021-02-21,4.367272727272726,5.071999999999999,3.545,3.69,3.75,3.325,3.486666666666667,3.636666666666667,3.6440629023940465,4.0824255030805086,3.676419939042556,3.8691312304409013,3.6637606228646264,3.766659311969752,4.25001628072155,4.309851529859422,3.6599776450662955,3.9478350338940666,3.8582650069077,3.9571110517039876,3.6935673248833085,4.023019322753715,4.2470226428184406,3.7879270680867485,4.090463523211289,3.6478788790663446,3.6670622219333144,3.8411971520011425
2021-02-22,4.367272727272726,5.071999999999999,3.545,3.69,3.75,3.325,3.486666666666667,3.636666666666667,3.6440629023940465,4.0824255030805086,3.676419939042556,3.8691312304409013,3.6637606228646264,3.766659311969752,4.25001628072155,4.309851529859422,3.6599776450662955,3.9478350338940666,3.8582650069077,3.9571110517039876,3.6935673248833085,4.023019322753715,4.2470226428184406,3.7879270680867485,4.090463523211289,3.6478788790663446,3.6670622219333144,3.8411971520011425
2021-02-23,2.9299999999999997,4.933599999999999,2.89,3.0625,2.973333333333333,2.8249999999999997,2.8699999999999997,3.1155555555555554,3.0721658884440597,3.3044843082499384,3.090575309673433,3.1456243044992296,3.045973543589975,3.1199624134529786,3.0345695269973945,3.8187456526741426,3.0908504518672846,3.190496679887641,3.283279675121407,3.1715927839392446,3.082259016970265,3.2672056327791306,3.7708478919708797,3.1326387374088593,3.2053396813429855,3.09503169566086,3.077023085726661,3.1408914144105453
